Zipcode,Population,Median Age,Household Income,Per Capita Income,Poverty Rate,Unemployment Rate,Uneducated Rate,White Population Rate,Black Population Rate,Hispanic Population Rate,Asian Population Rate,City,County,Lat,Lng,State
6001,18597.0,45.8,115745.0,66318.0,4.3662956390815735,3.2747217293111794,0.1774479754799161,89.13803301607786,0.408668064741625,2.5380437705006185,8.313168790665161,Avon,Hartford County,41.79,-72.86,CT
6002,20626.0,48.2,73519.0,40664.0,7.742654901580528,6.792397944342092,0.5090662270920198,36.32793561524289,55.173082517211284,5.202172015902259,1.8811209153495587,Bloomfield,Hartford County,41.85,-72.74,CT
6010,60548.0,41.4,60222.0,31367.0,9.486688247340954,5.899451674704367,0.5896148510272842,88.52150360044924,3.1561736143225216,10.69564642927925,1.945563850168461,Bristol,Hartford County,41.68,-72.94,CT
6013,9451.0,42.4,108922.0,44498.0,4.507459528092267,3.1742672733044124,0.0846471272881176,96.0427467992805,1.0369273092794409,1.9680457094487358,1.9997883821817801,Burlington,Hartford County,41.76,-72.96,CT
6016,6651.0,38.8,76083.0,35593.0,5.728461885430763,6.42008720493159,0.1954593294241467,86.84408359645167,3.939257254548188,8.615245827695084,0.962261314088107,Broad Brook,Hartford County,41.91,-72.55,CT
6018,2735.0,46.9,60556.0,28311.0,8.592321755027424,4.4606946983546605,0.5118829981718465,94.40585009140769,0.5850091407678245,3.729433272394881,5.009140767824498,Canaan,Litchfield County,42.02,-73.3,CT
6019,10284.0,45.3,89890.0,48415.0,3.0532866588875924,3.364449630493972,0.3306106573317775,95.74095682613769,0.4959159859976663,6.0774017891870855,0.6417736289381564,Canton,Hartford County,41.86,-72.91,CT
6021,342.0,48.1,77917.0,34571.0,2.9239766081871346,2.3391812865497075,0.0,97.07602339181288,0.0,6.140350877192982,2.9239766081871346,Colebrook,Litchfield County,42.03,-73.1,CT
6022,50.0,31.6,34545.0,57626.0,0.0,0.0,0.0,56.0,0.0,0.0,44.0,Collinsville,Hartford County,41.82,-72.94,CT
6023,1078.0,49.2,78194.0,35969.0,5.936920222634507,2.8756957328385897,3.710575139146568,93.87755102040815,0.0927643784786641,1.7625231910946195,4.174397031539888,East Berlin,Hartford County,41.61,-72.72,CT
6024,682.0,51.8,63816.0,32762.0,6.3049853372434015,2.9325513196480935,3.5190615835777126,93.54838709677419,3.5190615835777126,0.0,1.1730205278592376,East Canaan,Litchfield County,42.02,-73.28,CT
6026,4962.0,43.1,71406.0,36268.0,2.760983474405481,2.7206771463119708,0.4030632809351068,88.12978637646108,6.328093510681177,3.6678758565094713,3.446191051995163,East Granby,Hartford County,41.94,-72.74,CT
